event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),total_revenue_before_promo,total_revenue_after_promo,Incremental revenue,Incremental Sold Quantity Percent
3952a0,STHYD-2,CAMP_SAN_01,P13,350,BOGOF,114,441,39900,154350,114450,286.8421053
ed2257,STBLR-2,CAMP_DIW_01,P01,172,33% OFF,358,529,61576,90988,29412,47.76536313
02c389,STBLR-8,CAMP_DIW_01,P12,62,50% OFF,120,159,7440,9858,2418,32.5
a937e8,STMDU-3,CAMP_SAN_01,P14,1020,BOGOF,87,347,88740,353940,265200,298.8505747
aabcfb,STVSK-3,CAMP_SAN_01,P02,860,33% OFF,345,438,296700,376680,79980,26.95652174
5f8870,STMYS-1,CAMP_DIW_01,P13,350,BOGOF,70,270,24500,94500,70000,285.7142857
e207f7,STCHE-1,CAMP_DIW_01,P11,190,50% OFF,77,83,14630,15770,1140,7.792207792
9154f0,STCHE-4,CAMP_DIW_01,P11,190,50% OFF,91,123,17290,23370,6080,35.16483516
e24a3a,STVSK-1,CAMP_DIW_01,P07,300,BOGOF,49,170,14700,51000,36300,246.9387755
8c62ba,STVSK-0,CAMP_DIW_01,P01,172,33% OFF,161,265,27692,45580,17888,64.59627329
835bbe,STHYD-4,CAMP_SAN_01,P09,90,25% OFF,54,49,4860,4410,-450,-9.259259259
4fe9ba,STVSK-2,CAMP_DIW_01,P07,300,BOGOF,45,150,13500,45000,31500,233.3333333
e2c5f7,STTRV-0,CAMP_DIW_01,P08,1190,BOGOF,31,102,36890,121380,84490,229.0322581
8f66c3,STMLR-1,CAMP_SAN_01,P01,172,33% OFF,126,175,21672,30100,8428,38.88888889
9871ea,STVSK-1,CAMP_SAN_01,P10,50,25% OFF,25,18,1250,900,-350,-28
b27f2a,STBLR-6,CAMP_SAN_01,P10,50,25% OFF,37,30,1850,1500,-350,-18.91891892
e88818,STCHE-7,CAMP_DIW_01,P06,415,25% OFF,82,79,34030,32785,-1245,-3.658536585
eae379,STVJD-0,CAMP_DIW_01,P01,172,33% OFF,161,231,27692,39732,12040,43.47826087
8937eb,STCHE-1,CAMP_DIW_01,P03,156,25% OFF,357,317,55692,49452,-6240,-11.20448179
718bb4,STHYD-2,CAMP_DIW_01,P12,62,50% OFF,129,165,7998,10230,2232,27.90697674
6f3721,STMDU-3,CAMP_SAN_01,P13,350,BOGOF,118,464,41300,162400,121100,293.220339
366c89,STMDU-3,CAMP_SAN_01,P06,415,25% OFF,25,20,10375,8300,-2075,-20
a304b6,STHYD-3,CAMP_DIW_01,P03,156,25% OFF,285,222,44460,34632,-9828,-22.10526316
32d8f2,STCHE-5,CAMP_SAN_01,P05,55,25% OFF,31,26,1705,1430,-275,-16.12903226
2f0b42,STVSK-1,CAMP_SAN_01,P01,172,33% OFF,213,302,36636,51944,15308,41.78403756
c0929c,STHYD-0,CAMP_SAN_01,P05,55,25% OFF,18,14,990,770,-220,-22.22222222
86196b,STTRV-0,CAMP_SAN_01,P06,415,25% OFF,13,11,5395,4565,-830,-15.38461538
e621c9,STMLR-0,CAMP_SAN_01,P11,190,50% OFF,27,39,5130,7410,2280,44.44444444
bb77b1,STMYS-3,CAMP_DIW_01,P14,1020,BOGOF,54,206,55080,210120,155040,281.4814815
811007,STBLR-9,CAMP_SAN_01,P05,55,25% OFF,27,25,1485,1375,-110,-7.407407407
c405b3,STCBE-2,CAMP_DIW_01,P04,290,25% OFF,252,221,73080,64090,-8990,-12.3015873
2.36E+34,STMDU-1,CAMP_DIW_01,P11,190,50% OFF,52,65,9880,12350,2470,25
1490b8,STMDU-2,CAMP_SAN_01,P04,370,BOGOF,361,1397,133570,516890,383320,286.9806094
cc5ed4,STMYS-2,CAMP_DIW_01,P03,156,25% OFF,444,395,69264,61620,-7644,-11.03603604
583386,STBLR-9,CAMP_SAN_01,P08,1190,BOGOF,63,254,74970,302260,227290,303.1746032
ebc2d2,STVSK-4,CAMP_DIW_01,P06,415,25% OFF,70,53,29050,21995,-7055,-24.28571429
7d3d63,STCHE-1,CAMP_DIW_01,P13,350,BOGOF,68,205,23800,71750,47950,201.4705882
6ebca9,STTRV-0,CAMP_SAN_01,P13,350,BOGOF,60,240,21000,84000,63000,300
48d526,STCHE-7,CAMP_SAN_01,P15,3000,500 Cashback,115,332,345000,996000,651000,188.6956522
716abd,STMYS-1,CAMP_SAN_01,P08,1190,BOGOF,54,238,64260,283220,218960,340.7407407
fa0c0c,STCBE-1,CAMP_DIW_01,P13,350,BOGOF,40,132,14000,46200,32200,230
c15780,STVJD-1,CAMP_SAN_01,P04,370,BOGOF,183,708,67710,261960,194250,286.8852459
e17280,STVSK-2,CAMP_DIW_01,P08,1190,BOGOF,38,129,45220,153510,108290,239.4736842
388a78,STMDU-0,CAMP_SAN_01,P03,200,BOGOF,307,1277,61400,255400,194000,315.9609121
e116d8,STVSK-4,CAMP_DIW_01,P12,62,50% OFF,98,133,6076,8246,2170,35.71428571
9cf38e,STCBE-3,CAMP_SAN_01,P09,90,25% OFF,40,32,3600,2880,-720,-20
e97ac0,STTRV-0,CAMP_SAN_01,P12,62,50% OFF,22,30,1364,1860,496,36.36363636
02fe6a,STMLR-1,CAMP_DIW_01,P04,290,25% OFF,152,133,44080,38570,-5510,-12.5
a34aa4,STBLR-5,CAMP_DIW_01,P03,156,25% OFF,369,332,57564,51792,-5772,-10.02710027
7f1521,STMYS-1,CAMP_SAN_01,P05,55,25% OFF,19,14,1045,770,-275,-26.31578947
8d14e2,STBLR-8,CAMP_DIW_01,P05,55,25% OFF,105,82,5775,4510,-1265,-21.9047619
7a22bc,STBLR-6,CAMP_DIW_01,P01,172,33% OFF,283,492,48676,84624,35948,73.85159011
32c24e,STBLR-8,CAMP_DIW_01,P02,860,33% OFF,392,568,337120,488480,151360,44.89795918
966652,STCBE-3,CAMP_DIW_01,P05,55,25% OFF,64,55,3520,3025,-495,-14.0625
acaff0,STHYD-0,CAMP_DIW_01,P12,62,50% OFF,133,195,8246,12090,3844,46.61654135
b91c31,STMYS-1,CAMP_DIW_01,P05,55,25% OFF,89,71,4895,3905,-990,-20.2247191
05e55f,STBLR-0,CAMP_SAN_01,P03,200,BOGOF,415,1759,83000,351800,268800,323.8554217
108d5a,STCBE-0,CAMP_DIW_01,P14,1020,BOGOF,29,101,29580,103020,73440,248.2758621
160abb,STCBE-3,CAMP_SAN_01,P02,860,33% OFF,336,534,288960,459240,170280,58.92857143
613571,STTRV-1,CAMP_DIW_01,P15,3000,500 Cashback,168,514,504000,1542000,1038000,205.952381
fea4be,STMYS-3,CAMP_SAN_01,P07,300,BOGOF,30,129,9000,38700,29700,330
d33301,STHYD-0,CAMP_DIW_01,P05,55,25% OFF,98,88,5390,4840,-550,-10.20408163
675714,STCBE-3,CAMP_DIW_01,P13,350,BOGOF,61,201,21350,70350,49000,229.5081967
4cefe1,STMYS-1,CAMP_DIW_01,P12,62,50% OFF,127,185,7874,11470,3596,45.66929134
34395c,STBLR-0,CAMP_DIW_01,P15,3000,500 Cashback,434,1514,1302000,4542000,3240000,248.8479263
90b5b0,STBLR-3,CAMP_SAN_01,P05,55,25% OFF,25,18,1375,990,-385,-28
6e79d3,STBLR-2,CAMP_SAN_01,P04,370,BOGOF,373,1439,138010,532430,394420,285.7908847
79bfae,STMYS-2,CAMP_DIW_01,P10,65,50% OFF,134,182,8710,11830,3120,35.82089552
5202ed,STBLR-4,CAMP_DIW_01,P03,156,25% OFF,306,275,47736,42900,-4836,-10.13071895
e31e72,STHYD-4,CAMP_SAN_01,P10,50,25% OFF,33,31,1650,1550,-100,-6.060606061
3131b7,STMYS-3,CAMP_SAN_01,P09,90,25% OFF,54,45,4860,4050,-810,-16.66666667
d134e0,STBLR-3,CAMP_DIW_01,P15,3000,500 Cashback,442,1365,1326000,4095000,2769000,208.8235294
605f5e,STVJD-0,CAMP_DIW_01,P06,415,25% OFF,52,50,21580,20750,-830,-3.846153846
d622c3,STHYD-0,CAMP_SAN_01,P10,50,25% OFF,25,20,1250,1000,-250,-20
fc3573,STMYS-2,CAMP_SAN_01,P08,1190,BOGOF,61,163,72590,193970,121380,167.2131148
d4b484,STHYD-2,CAMP_DIW_01,P10,65,50% OFF,140,186,9100,12090,2990,32.85714286
9c5d5a,STMDU-1,CAMP_DIW_01,P02,860,33% OFF,308,455,264880,391300,126420,47.72727273
1507,STMDU-3,CAMP_DIW_01,P09,110,50% OFF,57,61,6270,6710,440,7.01754386
91fec3,STMYS-1,CAMP_DIW_01,P06,415,25% OFF,101,79,41915,32785,-9130,-21.78217822
66c422,STBLR-5,CAMP_DIW_01,P07,300,BOGOF,66,227,19800,68100,48300,243.9393939
0e888c,STVSK-3,CAMP_DIW_01,P02,860,33% OFF,274,334,235640,287240,51600,21.89781022
fe72b2,STHYD-3,CAMP_SAN_01,P13,350,BOGOF,133,337,46550,117950,71400,153.3834586
baecfe,STVJD-0,CAMP_SAN_01,P12,62,50% OFF,31,43,1922,2666,744,38.70967742
261bd6,STCHE-0,CAMP_DIW_01,P02,860,33% OFF,308,452,264880,388720,123840,46.75324675
85e08f,STVSK-4,CAMP_DIW_01,P08,1190,BOGOF,50,152,59500,180880,121380,204
73564c,STBLR-5,CAMP_SAN_01,P11,190,50% OFF,43,63,8170,11970,3800,46.51162791
316f12,STHYD-6,CAMP_SAN_01,P05,55,25% OFF,33,27,1815,1485,-330,-18.18181818
eb3ac8,STHYD-0,CAMP_SAN_01,P06,415,25% OFF,42,34,17430,14110,-3320,-19.04761905
930325,STTRV-0,CAMP_SAN_01,P09,90,25% OFF,31,28,2790,2520,-270,-9.677419355
292d0a,STMDU-0,CAMP_SAN_01,P01,172,33% OFF,219,304,37668,52288,14620,38.81278539
d4fced,STHYD-0,CAMP_SAN_01,P13,350,BOGOF,132,520,46200,182000,135800,293.9393939
da3d1d,STVSK-2,CAMP_DIW_01,P06,415,25% OFF,78,69,32370,28635,-3735,-11.53846154
73f158,STHYD-2,CAMP_SAN_01,P14,1020,BOGOF,118,459,120360,468180,347820,288.9830508
b8c7c8,STHYD-6,CAMP_SAN_01,P10,50,25% OFF,31,26,1550,1300,-250,-16.12903226
141aea,STCHE-7,CAMP_SAN_01,P14,1020,BOGOF,111,493,113220,502860,389640,344.1441441
42ba27,STBLR-2,CAMP_DIW_01,P05,55,25% OFF,115,101,6325,5555,-770,-12.17391304
870b25,STMYS-0,CAMP_SAN_01,P04,370,BOGOF,418,1116,154660,412920,258260,166.9856459
e3929b,STMYS-0,CAMP_DIW_01,P12,62,50% OFF,98,128,6076,7936,1860,30.6122449
6562df,STCBE-1,CAMP_SAN_01,P14,1020,BOGOF,78,310,79560,316200,236640,297.4358974
fe94ae,STMYS-1,CAMP_SAN_01,P04,370,BOGOF,450,1984,166500,734080,567580,340.8888889
66b7cc,STCHE-3,CAMP_DIW_01,P13,350,BOGOF,82,328,28700,114800,86100,300
3d7dc9,STCHE-1,CAMP_DIW_01,P10,65,50% OFF,127,133,8255,8645,390,4.724409449
5.40E+190,STBLR-0,CAMP_DIW_01,P02,860,33% OFF,362,535,311320,460100,148780,47.79005525
1d8f76,STMYS-0,CAMP_DIW_01,P01,172,33% OFF,301,433,51772,74476,22704,43.8538206
4e7ca5,STMYS-1,CAMP_DIW_01,P07,300,BOGOF,54,219,16200,65700,49500,305.5555556
1bb04d,STCBE-3,CAMP_SAN_01,P01,172,33% OFF,240,355,41280,61060,19780,47.91666667
793873,STVSK-2,CAMP_DIW_01,P03,156,25% OFF,248,225,38688,35100,-3588,-9.274193548
536fbf,STMLR-2,CAMP_DIW_01,P15,3000,500 Cashback,217,659,651000,1977000,1326000,203.6866359
b68b77,STCBE-0,CAMP_SAN_01,P01,172,33% OFF,244,368,41968,63296,21328,50.81967213
434698,STVSK-0,CAMP_SAN_01,P12,62,50% OFF,39,63,2418,3906,1488,61.53846154
021d48,STMLR-2,CAMP_SAN_01,P14,1020,BOGOF,61,243,62220,247860,185640,298.3606557
a386d9,STCHE-2,CAMP_SAN_01,P09,90,25% OFF,54,50,4860,4500,-360,-7.407407407
b46d32,STMDU-1,CAMP_SAN_01,P04,370,BOGOF,337,1337,124690,494690,370000,296.735905
3af058,STVSK-3,CAMP_DIW_01,P07,300,BOGOF,36,108,10800,32400,21600,200
0efde2,STCHE-7,CAMP_SAN_01,P03,200,BOGOF,448,1895,89600,379000,289400,322.9910714
80be79,STBLR-4,CAMP_SAN_01,P08,1190,BOGOF,39,156,46410,185640,139230,300
879d9a,STBLR-2,CAMP_DIW_01,P15,3000,500 Cashback,318,915,954000,2745000,1791000,187.7358491
742ad5,STBLR-4,CAMP_DIW_01,P02,860,33% OFF,357,549,307020,472140,165120,53.78151261
b2270b,STHYD-0,CAMP_DIW_01,P07,300,BOGOF,52,173,15600,51900,36300,232.6923077
2e0f86,STMDU-2,CAMP_DIW_01,P12,62,50% OFF,71,80,4402,4960,558,12.67605634
d85264,STMLR-1,CAMP_SAN_01,P07,300,BOGOF,30,120,9000,36000,27000,300
34e00a,STCBE-1,CAMP_DIW_01,P11,190,50% OFF,61,65,11590,12350,760,6.557377049
e918c8,STBLR-4,CAMP_SAN_01,P09,90,25% OFF,66,56,5940,5040,-900,-15.15151515
05d8e7,STMYS-1,CAMP_SAN_01,P12,62,50% OFF,45,71,2790,4402,1612,57.77777778
a0da88,STMLR-2,CAMP_DIW_01,P03,156,25% OFF,204,175,31824,27300,-4524,-14.21568627
4c7359,STVSK-2,CAMP_SAN_01,P09,90,25% OFF,43,35,3870,3150,-720,-18.60465116
f30579,STBLR-9,CAMP_DIW_01,P02,860,33% OFF,337,488,289820,419680,129860,44.80712166
bed4b4,STMLR-1,CAMP_SAN_01,P10,50,25% OFF,13,10,650,500,-150,-23.07692308
c8035e,STCHE-3,CAMP_SAN_01,P13,350,BOGOF,122,529,42700,185150,142450,333.6065574
8819fd,STBLR-2,CAMP_DIW_01,P04,290,25% OFF,350,304,101500,88160,-13340,-13.14285714
6639a5,STMDU-0,CAMP_SAN_01,P07,300,BOGOF,31,130,9300,39000,29700,319.3548387
dc23bb,STVSK-0,CAMP_DIW_01,P08,1190,BOGOF,42,145,49980,172550,122570,245.2380952
df4373,STMDU-2,CAMP_SAN_01,P07,300,BOGOF,33,128,9900,38400,28500,287.8787879
7c09bf,STVSK-4,CAMP_SAN_01,P10,50,25% OFF,21,15,1050,750,-300,-28.57142857
8f512d,STCBE-3,CAMP_SAN_01,P04,370,BOGOF,364,1434,134680,530580,395900,293.956044
eb5927,STMDU-1,CAMP_SAN_01,P06,415,25% OFF,21,17,8715,7055,-1660,-19.04761905
87bb82,STCBE-0,CAMP_SAN_01,P15,3000,500 Cashback,126,275,378000,825000,447000,118.2539683
26e506,STCHE-0,CAMP_SAN_01,P09,90,25% OFF,72,59,6480,5310,-1170,-18.05555556
fe4a15,STCBE-4,CAMP_SAN_01,P01,172,33% OFF,205,284,35260,48848,13588,38.53658537
30c488,STTRV-0,CAMP_SAN_01,P01,172,33% OFF,132,187,22704,32164,9460,41.66666667
7641,STBLR-1,CAMP_SAN_01,P14,1020,BOGOF,97,257,98940,262140,163200,164.9484536
dabee8,STBLR-1,CAMP_SAN_01,P05,55,25% OFF,19,17,1045,935,-110,-10.52631579
ba86f4,STVSK-1,CAMP_DIW_01,P13,350,BOGOF,61,204,21350,71400,50050,234.4262295
4236be,STTRV-0,CAMP_SAN_01,P14,1020,BOGOF,70,280,71400,285600,214200,300
c43947,STHYD-5,CAMP_SAN_01,P06,415,25% OFF,39,35,16185,14525,-1660,-10.25641026
a617b5,STHYD-4,CAMP_SAN_01,P14,1020,BOGOF,102,410,104040,418200,314160,301.9607843
d04921,STMLR-1,CAMP_DIW_01,P10,65,50% OFF,50,68,3250,4420,1170,36
e60b61,STMLR-0,CAMP_SAN_01,P06,415,25% OFF,15,12,6225,4980,-1245,-20
c9fa13,STHYD-4,CAMP_SAN_01,P04,370,BOGOF,403,1567,149110,579790,430680,288.8337469
7bb8ed,STCHE-2,CAMP_SAN_01,P08,1190,BOGOF,45,175,53550,208250,154700,288.8888889
20eb36,STCBE-1,CAMP_DIW_01,P10,65,50% OFF,80,92,5200,5980,780,15
166ffe,STMYS-1,CAMP_SAN_01,P10,50,25% OFF,28,20,1400,1000,-400,-28.57142857
985960,STCBE-4,CAMP_SAN_01,P06,415,25% OFF,21,17,8715,7055,-1660,-19.04761905
4dcb0e,STBLR-8,CAMP_SAN_01,P03,200,BOGOF,360,1414,72000,282800,210800,292.7777778
f304a8,STMYS-1,CAMP_DIW_01,P04,290,25% OFF,204,157,59160,45530,-13630,-23.03921569
9b5299,STBLR-6,CAMP_DIW_01,P04,290,25% OFF,360,320,104400,92800,-11600,-11.11111111
1130ea,STHYD-6,CAMP_DIW_01,P14,1020,BOGOF,45,155,45900,158100,112200,244.4444444
0a2689,STBLR-8,CAMP_SAN_01,P12,62,50% OFF,55,77,3410,4774,1364,40
03b653,STCBE-3,CAMP_DIW_01,P02,860,33% OFF,266,446,228760,383560,154800,67.66917293
46d796,STHYD-6,CAMP_SAN_01,P07,300,BOGOF,51,205,15300,61500,46200,301.9607843
d62a10,STCHE-7,CAMP_DIW_01,P13,350,BOGOF,63,242,22050,84700,62650,284.1269841
380c68,STTRV-1,CAMP_DIW_01,P07,300,BOGOF,29,96,8700,28800,20100,231.0344828
35418e,STTRV-0,CAMP_DIW_01,P14,1020,BOGOF,21,70,21420,71400,49980,233.3333333
5f2bb8,STBLR-8,CAMP_SAN_01,P11,190,50% OFF,45,62,8550,11780,3230,37.77777778
9.90E+87,STHYD-6,CAMP_DIW_01,P05,55,25% OFF,117,104,6435,5720,-715,-11.11111111
c25b15,STHYD-6,CAMP_DIW_01,P07,300,BOGOF,63,218,18900,65400,46500,246.031746
4f560f,STHYD-0,CAMP_SAN_01,P02,860,33% OFF,514,791,442040,680260,238220,53.89105058
0a8543,STHYD-4,CAMP_DIW_01,P01,172,33% OFF,304,465,52288,79980,27692,52.96052632
3edc10,STVSK-1,CAMP_DIW_01,P03,156,25% OFF,246,194,38376,30264,-8112,-21.13821138
59effd,STBLR-5,CAMP_SAN_01,P14,1020,BOGOF,97,380,98940,387600,288660,291.7525773
3b4a4f,STBLR-0,CAMP_DIW_01,P04,290,25% OFF,337,296,97730,85840,-11890,-12.16617211
0ffbbc,STTRV-1,CAMP_SAN_01,P09,90,25% OFF,30,28,2700,2520,-180,-6.666666667
08086d,STBLR-7,CAMP_DIW_01,P10,65,50% OFF,120,188,7800,12220,4420,56.66666667
c5ba9b,STMYS-0,CAMP_SAN_01,P01,172,33% OFF,279,401,47988,68972,20984,43.72759857
d953a5,STBLR-1,CAMP_SAN_01,P01,172,33% OFF,297,418,51084,71896,20812,40.74074074
be603f,STHYD-1,CAMP_DIW_01,P09,110,50% OFF,87,92,9570,10120,550,5.747126437
a02f06,STMLR-2,CAMP_SAN_01,P04,370,BOGOF,226,881,83620,325970,242350,289.8230088
955fa6,STHYD-5,CAMP_DIW_01,P12,62,50% OFF,161,209,9982,12958,2976,29.8136646
a42141,STMDU-1,CAMP_SAN_01,P15,3000,500 Cashback,85,195,255000,585000,330000,129.4117647
e716e7,STBLR-7,CAMP_DIW_01,P09,110,50% OFF,78,117,8580,12870,4290,50
4b515c,STVJD-1,CAMP_SAN_01,P02,860,33% OFF,274,394,235640,338840,103200,43.79562044
9a1d69,STMDU-3,CAMP_DIW_01,P01,172,33% OFF,292,373,50224,64156,13932,27.73972603
79d01b,STHYD-1,CAMP_DIW_01,P11,190,50% OFF,61,72,11590,13680,2090,18.03278689
8b729b,STMDU-2,CAMP_SAN_01,P02,860,33% OFF,319,379,274340,325940,51600,18.80877743
136c14,STHYD-1,CAMP_SAN_01,P03,200,BOGOF,328,833,65600,166600,101000,153.9634146
94cacb,STCHE-0,CAMP_SAN_01,P12,62,50% OFF,55,79,3410,4898,1488,43.63636364
5ce72d,STMLR-2,CAMP_SAN_01,P11,190,50% OFF,24,27,4560,5130,570,12.5
c873b4,STVSK-4,CAMP_DIW_01,P02,860,33% OFF,267,389,229620,334540,104920,45.6928839
b9b7dd,STBLR-3,CAMP_DIW_01,P12,62,50% OFF,126,157,7812,9734,1922,24.6031746
fb2c04,STVSK-0,CAMP_SAN_01,P08,1190,BOGOF,28,108,33320,128520,95200,285.7142857
04f19c,STMYS-0,CAMP_DIW_01,P08,1190,BOGOF,50,146,59500,173740,114240,192
3bcf8b,STCHE-6,CAMP_SAN_01,P14,1020,BOGOF,138,547,140760,557940,417180,296.3768116
b78a4f,STCBE-3,CAMP_SAN_01,P13,350,BOGOF,99,383,34650,134050,99400,286.8686869
1b1cf1,STBLR-8,CAMP_DIW_01,P09,110,50% OFF,61,77,6710,8470,1760,26.2295082
dc07e1,STMYS-2,CAMP_SAN_01,P06,415,25% OFF,31,26,12865,10790,-2075,-16.12903226
b92097,STCBE-4,CAMP_DIW_01,P03,156,25% OFF,257,221,40092,34476,-5616,-14.0077821
ffb109,STVSK-2,CAMP_DIW_01,P15,3000,500 Cashback,204,589,612000,1767000,1155000,188.7254902
11578,STHYD-3,CAMP_SAN_01,P14,1020,BOGOF,87,236,88740,240720,151980,171.2643678
a0017b,STCBE-4,CAMP_SAN_01,P05,55,25% OFF,16,12,880,660,-220,-25
ac0db6,STBLR-8,CAMP_SAN_01,P06,415,25% OFF,22,16,9130,6640,-2490,-27.27272727
1e8961,STBLR-3,CAMP_SAN_01,P12,62,50% OFF,61,84,3782,5208,1426,37.70491803
f957f1,STMDU-1,CAMP_SAN_01,P10,50,25% OFF,22,18,1100,900,-200,-18.18181818
a9ae21,STCBE-0,CAMP_DIW_01,P12,62,50% OFF,80,119,4960,7378,2418,48.75
e5d28d,STVSK-0,CAMP_SAN_01,P13,350,BOGOF,73,282,25550,98700,73150,286.3013699
4d22d1,STBLR-9,CAMP_SAN_01,P12,62,50% OFF,52,73,3224,4526,1302,40.38461538
